ARR_2.1_HQ141279	1	0	.	.	Original name: ARR-2_1_HQ141279
ARR_3.1_JF806499	1	0	.	.	Original name: ARR-3_1_JF806499
ARR_3.4_FM207631	1	0	.	.	Original name: ARR-3_4_FM207631
ARR_4.1_EF660562	1	0	.	.	Original name: ARR-4_1_EF660562
ARR_5.1_EF660563	1	0	.	.	Original name: ARR-5_1_EF660563
ARR_6.1_FM955585	1	0	.	.	Original name: ARR-6_1_FM955585
ARR_6.2_FM897214	1	0	.	.	Original name: ARR-6_2_FM897214
ARR_6.3_JF922883	1	0	.	.	Original name: ARR-6_3_JF922883
ARR_7.1_FN397623	1	0	.	.	Original name: ARR-7_1_FN397623
EstDL136.1_JN242251	1	0	.	.	Original name: EstDL136_1_JN242251
VanA.bc_1_Y15704	1	0	.	.	Original name: VanA_bc_1_Y15704
VanC2.1_L29638	1	0	.	.	Original name: VanC2_1_L29638
VanH.bc_1_Y15705	1	0	.	.	Original name: VanH_bc_1_Y15705
VanXY.C2_1_AY033089	1	0	.	.	Original name: VanXY_C2_1_AY033089
aacA43.1_HQ247816	1	0	.	.	Original name: aacA43_1_HQ247816
aac_2___IIa.1_AB669090	1	0	.	.	Original name: aac(2')-IIa_1_AB669090
aac_2___Ia.1_L06156	1	0	.	.	Original name: aac(2')-Ia_1_L06156
aac_2___Ib.1_U41471	1	0	.	.	Original name: aac(2')-Ib_1_U41471
aac_2___Ic.1_U72714	1	0	.	.	Original name: aac(2')-Ic_1_U72714
aac_2___Id.1_U72743	1	0	.	.	Original name: aac(2')-Id_1_U72743
aac_2___Ie.1_NC011896	1	0	.	.	Original name: aac(2')-Ie_1_NC011896
aac_3__I.1_AJ877225	1	0	.	.	Original name: aac(3)-I_1_AJ877225
aac_3__IIIa.1_X55652	1	0	.	.	Original name: aac(3)-IIIa_1_X55652
aac_3__IIIb.1_L06160	1	0	.	.	Original name: aac(3)-IIIb_1_L06160
aac_3__IIIb.2_LLLC01000048	1	0	.	.	Original name: aac(3)-IIIb_2_LLLC01000048
aac_3__IIIc.1_L06161	1	0	.	.	Original name: aac(3)-IIIc_1_L06161
aac_3__IIa.1_X51534	1	0	.	.	Original name: aac(3)-IIa_1_X51534
aac_3__IIa.2_AY138987	1	0	.	.	Original name: aac(3)-IIa_2_AY138987
aac_3__IIa.3_X13543	1	0	.	.	Original name: aac(3)-IIa_3_X13543
aac_3__IIa.4_L22613	1	0	.	.	Original name: aac(3)-IIa_4_L22613
aac_3__IIa.5_FJ012882	1	0	.	.	Original name: aac(3)-IIa_5_FJ012882
aac_3__IIb.1_M97172	1	0	.	.	Original name: aac(3)-IIb_1_M97172
aac_3__IIc.1_X54723	1	0	.	.	Original name: aac(3)-IIc_1_X54723
aac_3__IId.1_EU022314	1	0	.	.	Original name: aac(3)-IId_1_EU022314
aac_3__IIe.1_EU022315	1	0	.	.	Original name: aac(3)-IIe_1_EU022315
aac_3__IV.1_DQ241380	1	0	.	.	Original name: aac(3)-IV_1_DQ241380
aac_3__IVa.1_X01385	1	0	.	.	Original name: aac(3)-IVa_1_X01385
aac_3__IXa.1_M55427	1	0	.	.	Original name: aac(3)-IXa_1_M55427
aac_3__Ia.1_X15852	1	0	.	.	Original name: aac(3)-Ia_1_X15852
aac_3__Ib.1_L06157	1	0	.	.	Original name: aac(3)-Ib_1_L06157
aac_3__Ib_aac_6___Ib_.1_AF355189	1	0	.	.	Original name: aac(3)-Ib-aac(6')-Ib'_1_AF355189
aac_3__Ic.1_AJ511268	1	0	.	.	Original name: aac(3)-Ic_1_AJ511268
aac_3__Id.1_AB114632	1	0	.	.	Original name: aac(3)-Id_1_AB114632
aac_3__If.1_AY884051	1	0	.	.	Original name: aac(3)-If_1_AY884051
aac_3__Ig.1_CP000282	1	0	.	.	Original name: aac(3)-Ig_1_CP000282
aac_3__Ih.1_CP000490	1	0	.	.	Original name: aac(3)-Ih_1_CP000490
aac_3__Ii.1_CP000356	1	0	.	.	Original name: aac(3)-Ii_1_CP000356
aac_3__VIII.1_AB211959	1	0	.	.	Original name: aac(3)-VIII_1_AB211959
aac_3__VIII.2_AJ843080	1	0	.	.	Original name: aac(3)-VIII_2_AJ843080
aac_3__VIII.3_AJ748131	1	0	.	.	Original name: aac(3)-VIII_3_AJ748131
aac_3__VIIIa.1_M55426	1	0	.	.	Original name: aac(3)-VIIIa_1_M55426
aac_3__VIIa.1_M22999	1	0	.	.	Original name: aac(3)-VIIa_1_M22999
aac_3__VIa.1_M88012	1	0	.	.	Original name: aac(3)-VIa_1_M88012
aac_3__VIa.2_NC_009838	1	0	.	.	Original name: aac(3)-VIa_2_NC_009838
aac_3__XI.1_CTEG01000046	1	0	.	.	Original name: aac(3)-XI_1_CTEG01000046
aac_3__Xa.1_AB028210	1	0	.	.	Original name: aac(3)-Xa_1_AB028210
aac_6___30_aac_6___Ib_.1_AJ584652	1	0	.	.	Original name: aac(6')-30-aac(6')-Ib'_1_AJ584652
aac_6___31.1_AM283489	1	0	.	.	Original name: aac(6')-31_1_AM283489
aac_6___32.1_EF614235	1	0	.	.	Original name: aac(6')-32_1_EF614235
aac_6___33.1_GQ337064	1	0	.	.	Original name: aac(6')-33_1_GQ337064
aac_6___I30.1_AY289608	1	0	.	.	Original name: aac(6')-I30_1_AY289608
aac_6___IIa.1_M29695	1	0	.	.	Original name: aac(6')-IIa_1_M29695
aac_6___IIb.1_L06163	1	0	.	.	Original name: aac(6')-IIb_1_L06163
aac_6___IIc.1_NC_012555	1	0	.	.	Original name: aac(6')-IIc_1_NC_012555
aac_6___Ia.1_M18967	1	0	.	.	Original name: aac(6')-Ia_1_M18967
aac_6___Ia.2_M86913	1	0	.	.	Original name: aac(6')-Ia_2_M86913
aac_6___Iaa.1_NC_003197	1	0	.	.	Original name: aac(6')-Iaa_1_NC_003197
aac_6___Iad.1_AB119105	1	0	.	.	Original name: aac(6')-Iad_1_AB119105
aac_6___Iae.1_AB104852	1	0	.	.	Original name: aac(6')-Iae_1_AB104852
aac_6___Iaf.1_AB462903	1	0	.	.	Original name: aac(6')-Iaf_1_AB462903
aac_6___Iag.1_AB472901	1	0	.	.	Original name: aac(6')-Iag_1_AB472901
aac_6___Iai.1_EU886977	1	0	.	.	Original name: aac(6')-Iai_1_EU886977
aac_6___Iaj.1_AB709942	1	0	.	.	Original name: aac(6')-Iaj_1_AB709942
aac_6___Iak.1_AB894482	1	0	.	.	Original name: aac(6')-Iak_1_AB894482
aac_6___Ian.1_AP014611	1	0	.	.	Original name: aac(6')-Ian_1_AP014611
aac_6___Ib.1_M21682	1	0	.	.	Original name: aac(6')-Ib_1_M21682
aac_6___Ib.2_M23634	1	0	.	.	Original name: aac(6')-Ib_2_M23634
aac_6___Ib11.1_AY136758	1	0	.	.	Original name: aac(6')-Ib11_1_AY136758
aac_6___Ib3.1_X60321	1	0	.	.	Original name: aac(6')-Ib3_1_X60321
aac_6___Ib_Hangzhou.1_FJ503047	1	0	.	.	Original name: aac(6')-Ib-Hangzhou_1_FJ503047
aac_6___Ib_Suzhou.1_EU085533	1	0	.	.	Original name: aac(6')-Ib-Suzhou_1_EU085533
aac_6___Ib_cr.1_DQ303918	1	0	.	.	Original name: aac(6')-Ib-cr_1_DQ303918
aac_6___Ib_cr.1_DQ303918_2	1	0	.	.	Original name: aac(6')-Ib-cr_1_DQ303918
aac_6___Ib_cr.2_EF636461	1	0	.	.	Original name: aac(6')-Ib-cr_2_EF636461
aac_6___Ib_cr.2_EF636461_2	1	0	.	.	Original name: aac(6')-Ib-cr_2_EF636461
aac_6___Ic.1_M94066	1	0	.	.	Original name: aac(6')-Ic_1_M94066
aac_6___If.1_X55353	1	0	.	.	Original name: aac(6')-If_1_X55353
